customer_msg,agent_msg
"현지에서 마사지 받을 때 팁 얼마나 줘야 해요?","통상적인 마사지 팁(1시간/2시간 기준) 적정 금액 안내 부탁드려요. 달러/현지 화폐 기준으루요."
"호텔 체크인 할 때 보증금 현금으로 내도 되나요?","디파짓 신용카드 없이 현금(달러/현지 화폐)으로 지불 가능한지, 체크아웃 시 바로 돌려받는지 확인해주세요."
"패키지 말고 자유여행 견적도 봐주시나요?","패키지 상품 외에 에어텔이나 자유여행(FIT) 맞춤 견적도 진행 가능한지 확인 부탁드립니다."
"호텔 조식 뷔페 말고 룸서비스로 먹을 수 있나요?","조식 쿠폰으로 룸서비스 대체 가능한지, 아니면 추가 비용 내고 변경해야 하는지 확인해주세요."
"골프장 카트가 페어웨이 진입 안 되면 너무 힘든데","카트 페어웨이 진입 불가 시 노약자분들 이동 지원 가능한 서비스(도우미 등) 있는지 확인 부탁드려요."
"비행기 좌석 등받이 뒤로 젖혀도 되나요?","기내 에티켓 관련해서 식사 시간 외에 등받이 조절 자유로운지, 뒷사람 배려 멘트도 같이 해주시면 좋을 것 같아요."
"현지에서 유모차 빌릴 수 있나요? 가져가기 귀찮아서","호텔이나 관광지에서 유모차 대여 서비스 이용 가능한지, 상태는 깨끗한지 체크 부탁드립니다."
"호텔 수영장에 미끄럼틀 있나요? 애들이 좋아해서","투숙 예정인 리조트 수영장에 워터 슬라이드나 키즈 풀 시설 있는지 확인해주세요."
"골프 칠 때 반바지 입으려면 긴 양말 신어야 하나요?","반바지 착용 시 무릎까지 오는 니삭스 필수인지, 발목 양말도 허용되는지 복장 규정 확인 부탁드려요."
"패키지 일정에 쇼핑 3번이나 있던데 다 가야 하나요?","쇼핑센터 방문 의무인지, 원치 않으면 차에서 대기하거나 다른 일정 대체 가능한지 조심스럽게 확인해주세요."
"현지 가이드 팁 달러로 준비해야 하나요?","가이드/기사 경비 지불 시 달러만 받는지, 원화나 현지 화폐도 가능한지 환율 적용 확인 부탁드려요."
"호텔 방에 넷플릭스 나오나요?","객실 스마트 TV로 넷플릭스나 유튜브 시청 가능한지(개인 계정 로그인 필요 여부) 확인해주세요."
"비행기 탈 때 신발 벗고 타나요?","농담이시겠지만...^^; 비행기 처음 타시는 어르신들이라 탑승 절차나 기내 에티켓 간단히 정리된 자료 있으면 좋을 것 같아요."
"현지 화장실 깨끗한가요? 휴지 챙겨가야 하나요?","관광지 공중화장실 위생 상태 어떤가요? 개인 휴지나 물티슈 챙겨 다니는 게 필수인지 알려주세요."
"물갈이 심한데 주의할 점 있나요?","물갈이 예민하신 분들 식수나 양치할 때 생수 사용해야 하는지, 얼음 먹지 말아야 하는지 등 주의사항 안내 부탁드려요."
"현지에서 한국 방송 나오나요?","호텔 TV에서 YTN이나 아리랑TV 같은 한국 채널 시청 가능한지 어르신들이 궁금해하십니다."
"비행기 좌석 간격 넓은 자리로 살 수 있나요?","비상구 좌석이나 앞열 좌석 유료 구매 가능한지, 비용은 얼마고 신청 어떻게 하는지 확인해주세요."
"현지에서 카드 쓰면 수수료 많이 나오나요?","해외 카드 결제 시 수수료율이랑 DCC(자국 통화 결제) 차단 설정 필요성 안내 부탁드려요."
"호텔에 한국 직원 있나요?","투숙하시는 호텔에 한국인 직원 상주하는지, 아니면 한국어 가능한 현지 직원 있는지 확인해주세요."
"현지 날씨가 습한가요?","기온도 중요하지만 습도가 높은지 건조한지 알아야 옷 챙기기 수월할 것 같아요. 불쾌지수 높은 편인가요?"
"우비 챙겨가는 게 낫나요 우산이 낫나요?","우기 시즌이라는데 활동하기에 우비가 편할지 접이식 우산이 나을지 현지 상황에 맞춰 추천 부탁드려요."
"현지에서 택시 타면 바가지 안 쓰나요?","일반 택시 이용 시 미터기 켜달라고 해야 하는지, 아니면 흥정해야 하는지 택시 이용 팁 좀 알려주세요."
"호텔 조식에 김치 나오나요?","어르신들 식사 때문에 조식 뷔페에 김치나 한식 메뉴 일부 제공되는지 확인 부탁드립니다."
"현지 유심 사면 카톡 그대로 쓸 수 있나요?","유심 바꿔도 카카오톡 친구 목록이나 대화 내용 그대로 유지되는지 손님들이 헷갈려하셔서 정확한 안내 부탁드려요."
"비행기 탈 때 귀가 먹먹한데 어떻게 해요?","기압 차 때문에 귀 통증 호소하시는 분들 위한 팁(껌 씹기, 귀마개 등)이나 상비약 추천해주실 수 있나요?"
"현지 과일 한국으로 가져올 수 있나요?","망고나 열대과일 너무 맛있어서 사오고 싶어 하실 텐데, 생과일 국내 반입 절대 불가한 점 미리 강력하게 공지 부탁드려요."
"호텔 수영장 수심이 깊나요?","수영장 깊이가 성인/아동용 구분되어 있는지, 구명조끼 대여 가능한지 안전 관련 정보 확인해주세요."
"현지에서 컵라면 먹어도 되나요?","호텔 객실에서 컵라면 취식 가능한지(냄새 때문에 금지하는 곳도 있어서), 커피포트 위생 상태는 괜찮은지 체크 부탁드려요."
"비행기 담요 주나요?","저가 항공사 이용 시 담요 유상 제공인지 무상인지 확인해서 겉옷 챙기시라고 안내해야 할 것 같아요."
"현지 마사지 팁은 마사지 전에 주나요 후에 주나요?","마사지 팁 주는 타이밍이랑 매너 팁 봉투 준비해가면 좋은지 소소한 팁 문화 알려주세요."
"공항 면세점 몇 시에 문 여나요?","이른 아침 출발인데 공항 면세점 오픈 시간 확인해서 쇼핑 가능한지 손님들께 알려드려야 해요."
"현지에서 한국 돈 환전 되나요?","급할 때 한국 돈 1만원, 5만원권도 현지 환전소나 가이드 통해서 환전 가능한지 비상금 관련 안내 부탁드려요."
"호텔에 칫솔 치약 있나요?","요즘 환경 보호 때문에 일회용품 제공 안 하는 호텔이 많아서요. 칫솔/치약 꼭 챙겨가야 하는지 확인해주세요."
"현지 인터넷 속도 빠른가요?","호텔이나 식당 와이파이 속도가 한국만큼 빠른지, 아니면 답답할 수 있으니 데이터 넉넉히 준비해야 하는지 알려주세요."
"비행기 탈 때 신발에 쇠붙이 있으면 삑 소리 나나요?","보안 검색대 통과할 때 신발이나 벨트 때문에 걸리는 경우 있는지, 편한 복장 추천 멘트 부탁드려요."
"현지에서 소매치기 조심해야 하나요?","관광지 소매치기 유형(오토바이 날치기 등)이랑 예방법, 가방 앞으로 메기 등 안전 수칙 공유 부탁드립니다."
"호텔에 다리미 있나요?","구겨진 옷 다려 입으셔야 한다는데 객실 내 다리미/다리미판 비치돼 있는지 대여해야 하는지 확인해주세요."
